角色,根角色描述,PT-派生角色,PT- 派生描述
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C05T_01,大庆油田_大庆油田装备制造集团采油装备通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C08T_01,大庆油田_装备制造分公司石油专用设备分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C011_01,大庆油田_装备制造分公司松原厂区通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C013_01,大庆油田_装备制造分公司特车公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C012_01,大庆油田_装备制造分公司长春分厂通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C08U_01,大庆油田_装备制造分公司综合保障中心通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C06H_01,大庆油田_资金结算中心（资产租赁业务）-原铁人学院通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C06F_01,大庆油田_资金结算中心（资产租赁业务）-原信息技术通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C06G_01,大庆油田_资金结算中心（资产租赁业务）-资金结算中心本部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C06D_01,大庆油田_资金结算中心（资产租赁业务）通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C06C_01,大庆油田_资金结算中心总部及其他通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C00L_01,大庆油田_大庆油田装备制造集团通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C081_01,大庆油田_大庆石油管理局矿区服务项目经理部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C082_01,大庆油田_大庆石油管理局矿区服务项目经理一部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C083_01,大庆油田_大庆石油管理局矿区服务项目经理二部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C084_01,大庆油田_大庆石油管理局矿区服务项目经理三部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C085_01,大庆油田_大庆石油管理局矿区服务项目经理四部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C086_01,大庆油田_大庆石油管理局矿区服务项目经理五部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C087_01,大庆油田_大庆石油管理局矿区服务项目经理六部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C011_01,大庆油田_大庆油田装备制造分公司松原厂区通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C012_01,大庆油田_大庆油田装备制造分公司长春分厂通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C013_01,大庆油田_大庆油田装备制造分公司特车公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C000_PT5C08T_01,大庆油田_大庆油田装备制造分公司石油专用设备分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C001_PT5C02F_01,大庆油田_大庆西特拉石油技术服务公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C002_PT5C02G_01,大庆油田_大庆嘉雅石油工程公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C003_PT5C02H_01,大庆油田_大庆委内瑞拉公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C004_PT5C02J_01,大庆油田_蒙古阿西德有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C005_PT5C054_01,大庆油田_大庆能源（香港）有限责任公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C008_PT5C049_01,大庆油田_阿布扎比分公司（阿联酋）通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C009_PT5C050_01,大庆油田_伊拉克分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C00A_PT5C04Q_01,大庆油田_大庆石油管理局南苏丹分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C00B_PT5C04R_01,大庆油田_大庆油田昆仑集团有限公司大连联大分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C00C_PT5C04S_01,大庆油田_大庆油田昆仑集团电缆有限公司江苏分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C00D_PT5C04T_01,大庆油田_大庆油田水泥牡丹江分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C00E_PT5C04U_01,大庆油田_大庆油田昆仑金属防腐有限公司管道预制分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C00F_PT5C06L_01,大庆油田_新疆分公司总部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C00G_PT5C02R_01,大庆油田_大庆油田招标中心西安分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C00H_PT5C02S_01,大庆油田_大庆油田招标中心成都分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C00J_PT5C02T_01,大庆油田_大庆油田招标中心三维工程检测分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C061_PT5C05U_01,大庆油田_大庆油田射孔器材有限公司西北基地通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C061_PT5C03R_01,大庆油田_大庆油田射孔器材有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C062_PT5C03S_01,大庆油田_大庆油田力神泵业有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C063_PT5C03T_01,大庆油田_大庆油田力神泵业（太仓）有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C064_PT5C03U_01,大庆油田_力神泵业印尼力神有限公司通用工厂     _货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C065_PT5C04A_01,大庆油田_大庆油田石油专用设备有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C066_PT5C04B_01,大庆油田_松原市大庆油田汽车改装有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0A1_PT5C01U_01,大庆油田_威海龙庆物业管理有限公司大庆服务部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B1_PT5C00S_01,大庆油田_大庆油田昆仑集团酒业分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B3_PT5C00U_01,大庆油田_大庆油田上海九天塑料薄膜有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B4_PT5C01A_01,大庆油田_大庆油田昆仑集团电缆有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B5_PT5C01B_01,大庆油田_大庆油田昆仑涂料有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B6_PT5C01C_01,大庆油田_大庆油田水泥公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B7_PT5C03P_01,大庆油田_大庆油田房地产开发有限责任公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B8_PT5C06T_01,大庆油田_大庆昆仑商务酒店有限责任公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B8_PT5C06M_01,大庆油田_大庆油田昆仑集团农场通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B8_PT5C06P_01,大庆油田_大庆油田昆仑集团采油服务部-总部及其他通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B8_PT5C06Q_01,大庆油田_大庆油田昆仑集团有限公司管业分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B8_PT5C07M_01,大庆油田_大庆油田昆仑集团有限公司环保分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B8_PT5C06N_01,大庆油田_大庆油田昆仑集团有限公司农业分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B8_PT5C06S_01,大庆油田_大庆油田昆仑集团有限公司综合服务分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B8_PT5C00R_01,大庆油田_大庆油田昆仑集团有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B8_PT5C06R_01,大庆油田_大庆油田昆仑集团电缆业务部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B8_PT5C07L_01,大庆油田_环境治理（土地复垦）及规划设计业务部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B9_PT5C07A_01,大庆油田_大庆油田昆仑金属防腐有限公司防腐管道分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B9_PT5C06U_01,大庆油田_大庆油田昆仑金属防腐有限公司特种修复分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B9_PT5C07B_01,大庆油田_大庆油田昆仑金属防腐有限公司油管修复分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0B9_PT5C01G_01,大庆油田_大庆油田昆仑金属防腐有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0BD_PT5C048_01,大庆油田_大庆油田中东分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0BD_PT5C07Q_01,大庆油田_大庆石油管理局哈法亚CPF3项目部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0BE_PT5C04P_01,大庆油田_大庆油田苏丹分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0BJ_PT5C03Q_01,大庆油田_大庆油田房地产开发北京达源兴盛分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0C1_PT5C01H_01,大庆油田_大庆市龙兴石油机械有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0C2_PT5C07D_01,大庆油田_大庆油田开普化工有限公司措施助剂分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0C2_PT5C07C_01,大庆油田_大庆油田开普化工有限公司集输助剂分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0C2_PT5C07H_01,大庆油田_大庆油田开普化工有限公司精细化工分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0C2_PT5C07J_01,大庆油田_大庆油田开普化工有限公司井下助剂分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0C2_PT5C07G_01,大庆油田_大庆油田开普化工有限公司萨南化工分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0C2_PT5C07K_01,大庆油田_大庆油田开普化工有限公司拥军化工分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0C2_PT5C07F_01,大庆油田_大庆油田开普化工有限公司质检研发分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0C2_PT5C01J_01,大庆油田_大庆油田开普化工有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0C3_PT5C01K_01,大庆油田_大庆市拥军化工有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0C4_PT5C01L_01,大庆油田_大庆蓝星环保工程有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0C5_PT5C01M_01,大庆油田_大庆南垣集团股份有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0C6_PT5C01N_01,大庆油田_大庆高新技术产业开发区南天实业有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0C7_PT5C01P_01,大庆油田_大庆长垣投资有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0C8_PT5C01R_01,大庆油田_成都大庆石油大厦有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0C9_PT5C01S_01,大庆油田_大庆石油管理局驻成都办事处通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0D1_PT5C01T_01,大庆油田_威海龙庆物业管理有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0D2_PT5C02A_01,大庆油田_大庆油田上海大庆石油大厦有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0D3_PT5C00T_01,大庆油田_大庆油田昆仑集团有限公司珠海分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0D7_PT5C01D_01,大庆油田_北京太阳岛工贸有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0D8_PT5C02C_01,大庆油田_大庆油田上海中油大庆石油化工销售有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0D9_PT5C01F_01,大庆油田_大庆油田创业集团有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0E2_PT5C01Q_01,大庆油田_大庆油田青岛庆昕分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0J1_PT5C00N_01,大庆油田_大庆油田捷报传媒有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0JP_PT5C00Q_01,大庆油田_大庆民新机动车驾驶员培训有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0L0_PT5C07T_01,大庆油田_大庆石油国际工程有限公司本部境内通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0L0_PT5C04K_01,大庆油田_大庆石油国际工程有限公司库尔德分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0L0_PT5C08F_01,大庆油田_大庆石油国际工程有限公司库特办公室通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0L0_PT5C08H_01,大庆油田_大庆石油国际工程有限公司蒙古项目部（境外）通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0L0_PT5C07U_01,大庆油田_大庆石油国际工程有限公司蒙古项目部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0L0_PT5C08J_01,大庆油田_大庆石油国际工程有限公司莫桑比克分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0L0_PT5C08D_01,大庆油田_大庆石油国际工程有限公司沙特项目部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0L0_PT5C08G_01,大庆油田_大庆石油国际工程有限公司苏丹分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0L0_PT5C08B_01,大庆油田_大庆石油国际工程有限公司苏丹项目部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0L0_PT5C08A_01,大庆油田_大庆石油国际工程有限公司伊拉克项目部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0L0_PT5C08C_01,大庆油田_大庆石油国际工程有限公司印尼项目部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0L0_PT5C02D_01,大庆油田_大庆石油管理局有限公司国际工程通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C03F_01,大庆油田_大庆油田工程建设有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C03H_01,大庆油田_大庆油田建设集团有限责任公司坦桑尼亚分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C03G_01,大庆油田_大庆油田建设集团有限责任公司乌干达分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C03J_01,大庆油田_大庆油田建设集团有限责任公司伊拉克分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C08L_01,大庆油田_大庆油田工程建设有限公司DQCK工程EPC项目部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C08N_01,大庆油田_大庆油田工程建设有限公司大连石化项目部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C05P_01,大庆油田_大庆油田工程建设有限公司东北分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C08P_01,大庆油田_大庆油田工程建设有限公司工程技术服务公司非检测项目通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C05K_01,大庆油田_大庆油田工程建设有限公司管道分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C05F_01,大庆油田_大庆油田工程建设有限公司国际工程事业部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C05D_01,大庆油田_大庆油田工程建设有限公司国内工程事业部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C05M_01,大庆油田_大庆油田工程建设有限公司华北分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C05L_01,大庆油田_大庆油田工程建设有限公司华南分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C05J_01,大庆油田_大庆油田工程建设有限公司建材公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C05H_01,大庆油田_大庆油田工程建设有限公司路桥公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C08M_01,大庆油田_大庆油田工程建设有限公司升平储气库项目部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C05R_01,大庆油田_大庆油田工程建设有限公司西北分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C05N_01,大庆油田_大庆油田工程建设有限公司西南分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C05Q_01,大庆油田_大庆油田工程建设有限公司新疆分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C08K_01,大庆油田_大庆油田工程建设有限公司新能源项目部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C05G_01,大庆油田_大庆油田工程建设有限公司油田工程事业部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M0_PT5C05S_01,大庆油田_大庆油田工程建设有限公司资源共享中心通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0M4_PT5C052_01,大庆油田_天宇工程设计有限责任公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0N0_PT5C051_01,大庆油田_工程项目管理有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0NQ_PT5C05B_01,大庆油田_大庆市民新庆西机动车检测有限公司南汽维修站通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0QC_PT5C05C_01,大庆油田_大庆市民新庆西机动车检测有限公司汽车维修服务站通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0QX_PT5C047_01,大庆油田_大庆市民新庆西机动车检测有限公司本部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0QX_PT5C00P_01,大庆油田_大庆市民新庆西机动车检测有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0T0_PT5C028_01,大庆油田_万方管理服务有限公司成都分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0T0_PT5C02K_01,大庆油田_大庆油田万方管理服务有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0T0_PT5C030_01,大庆油田_万方管理服务有限公司乳山分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0T0_PT5C029_01,大庆油田_万方管理服务有限公司太仓分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0T0_PT5C031_01,大庆油田_万方物业服务有限公司威海分公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0W2_PT5C03K_01,大庆油田_大庆油田水务工程技术通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0W3_PT5C04F_01,大庆油田_大庆油田中基石油通信建设有限公司通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0W4_PT5C04D_01,大庆油田_大庆油田招标中心大庆本部通用工厂_货物移动_操作
ZB_SAA_MM_PT5_01,货物移动组织根角色,Z_SCE_MM_C0ZC_PT5C05A_01,大庆油田_大庆市民新庆西机动车检测有限公司众晨汽车维修中心通用工厂_货物移动_操作
